Symbol,PrevOpen,PrevHigh,PrevLow,PrevClose,Series,PvtPoint,BottomRange,TopRange,ActualDiff_Pivot_Bottom,ActualDiff_Top_Pivot,AllowedDiff,R1,R2,R3,S1,S2,S3,buytargetvalue,selltargetvalue,TargetBuffer,dayOpen,AllowedTradeType,R1_S1_CONDITION,Allowed_R1_Pivot,Allowed_S1_Pivot,Allowed_R1_Pivot_value,Allowed_S1_Pivot_value
IREDA,174.49,179.0,174.22,176.44,EQ,176.55333333333337,176.49666666666673,176.61,0.05666666666664355,0.05666666666664355,0.13232999999999998,178.88666666666674,181.33333333333337,183.66666666666674,174.10666666666674,171.77333333333337,169.32666666666674,181.31520000000003,171.7905106666667,0.01,,,True,2.3333333333333712,2.44666666666663,2.6466,2.6466
